tstamp,cuisine,critical_flag,borough
2020-01-10,Asian,Not Critical,Brooklyn
2020-01-17,American,Critical,Staten Island
2020-01-27,American,Critical,Staten Island
2020-01-15,American,Critical,Queens
2020-01-31,Soups & Sandwiches,Not Critical,Manhattan
2020-01-08,Mediterranean,Critical,Brooklyn
2020-01-09,Coffee/Tea,Not Critical,Manhattan
2020-01-24,Asian/Asian Fusion,Critical,Queens
2020-01-08,American,Critical,Brooklyn
2020-01-09,Bakery,Critical,Brooklyn
2020-01-30,Pizza,Not Critical,Manhattan
2020-01-30,Mexican,Not Critical,Manhattan
2020-01-31,American,Not Critical,Manhattan
2020-01-31,American,Not Critical,Manhattan
2020-01-21,American,Critical,Manhattan
2020-01-02,Mexican,Not Critical,Manhattan
2020-01-02,Mexican,Not Critical,Manhattan
2020-01-02,Mexican,Not Critical,Manhattan
2020-01-10,American,Not Critical,Manhattan
2020-01-06,American,Not Critical,Brooklyn
2020-01-27,Asian,Critical,Queens
2020-01-02,American,Critical,Manhattan
2020-01-09,American,Not Critical,Brooklyn
2020-01-25,American,Critical,Queens
2020-01-27,Specialty,Critical,Manhattan
2020-01-07,Mediterranean,Not Critical,Queens
2020-01-28,Pizza,Critical,Brooklyn
2020-01-08,Latin American,Critical,Staten Island
2020-01-15,American,Critical,Brooklyn
2020-01-31,Latin/Caribbean,Critical,Queens
2020-01-30,Italian,Critical,Manhattan
2020-01-30,Italian,Critical,Manhattan
2020-01-22,Coffee/Tea,Critical,Manhattan
2020-01-31,Soups & Sandwiches,Not Critical,Manhattan
2020-01-02,Asian,Not Critical,Brooklyn
2020-01-03,Asian,Critical,Manhattan
2020-01-13,Asian,Not Critical,Queens
2020-01-13,Asian,Not Critical,Queens
2020-01-18,American,Critical,Queens
2020-01-27,Soups & Sandwiches,Not Critical,Queens
2020-01-21,American,Not Critical,Queens
2020-01-09,Asian,Critical,Bronx
2020-01-30,Steakhouse,Critical,Manhattan
2020-01-28,Bakery Products/Desserts,Not Critical,Queens
2020-01-21,Specialty,Critical,Queens
2020-01-23,American,Critical,Manhattan
2020-01-15,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-29,American,Not Critical,Manhattan
2020-01-08,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-08,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-13,Latin/Caribbean,Critical,Queens
2020-01-02,Asian,Not Critical,Queens
2020-01-27,Specialty,Critical,Manhattan
2020-01-22,American,Not Critical,Queens
2020-01-07,Soups & Sandwiches,Not Critical,Manhattan
2020-01-15,Frozen Desserts,Not Critical,Brooklyn
2020-01-06,International,Critical,Bronx
2020-01-25,Mediterranean,Critical,Brooklyn
2020-01-30,Italian,Not Critical,Manhattan
2020-01-24,Specialty,Critical,Manhattan
2020-01-03,Mexican,Not Critical,Brooklyn
2020-01-03,Mexican,Not Critical,Brooklyn
2020-01-27,Asian,Critical,Queens
2020-01-13,American,Critical,Manhattan
2020-01-02,Coffee/Tea,Critical,Queens
2020-01-08,Specialty,Critical,Queens
2020-01-08,Latin American,Critical,Staten Island
2020-01-09,Asian,Not Critical,Queens
2020-01-17,International,Not Critical,Manhattan
2020-01-17,International,Not Critical,Manhattan
2020-01-22,Pizza,Not Critical,Manhattan
2020-01-30,American,Critical,Manhattan
2020-01-31,Bakery Products/Desserts,Critical,Manhattan
2020-01-02,American,Not Critical,Brooklyn
2020-01-08,Bakery,Not Critical,Bronx
2020-01-15,Asian,Not Critical,Manhattan
2020-01-17,American,Critical,Queens
2020-01-15,Coffee/Tea,Not Critical,Brooklyn
2020-01-29,Specialty,Not Critical,Brooklyn
2020-01-27,Bakery,Not Critical,Brooklyn
2020-01-07,Latin American,Critical,Manhattan
2020-01-18,Mediterranean,Critical,Queens
2020-01-17,American,Critical,Manhattan
2020-01-06,Pizza,Not Critical,Manhattan
2020-01-17,Bakery,Not Critical,Manhattan
2020-01-27,Asian,Critical,Queens
2020-01-11,American,Not Critical,Brooklyn
2020-01-10,Asian,Critical,Queens
2020-01-09,American,Not Critical,Manhattan
2020-01-08,Coffee/Tea,Not Critical,Manhattan
2020-01-27,Latin/Caribbean,Critical,Brooklyn
2020-01-07,American,Critical,Manhattan
2020-01-21,Mediterranean,Not Critical,Queens
2020-01-06,Latin/Caribbean,Not Critical,Queens
2020-01-14,Asian,Not Critical,Queens
2020-01-15,American,Critical,Queens
2020-01-27,Asian,Critical,Queens
2020-01-31,Coffee/Tea,Not Critical,Manhattan
2020-01-24,Coffee/Tea,Critical,Manhattan
2020-01-22,Mediterranean,Critical,Brooklyn
2020-01-29,Specialty,Critical,Queens
2020-01-23,Frozen Desserts,Not Critical,Bronx
2020-01-22,American,Not Critical,Manhattan
2020-01-03,Specialty,Critical,Queens
2020-01-27,Specialty,Critical,Brooklyn
2020-01-09,Coffee/Tea,Not Critical,Manhattan
2020-01-09,Coffee/Tea,Not Critical,Manhattan
2020-01-16,American,Critical,Manhattan
2020-01-28,Soups & Sandwiches,Critical,Manhattan
2020-01-15,Latin/Caribbean,Critical,Queens
2020-01-10,Asian,Critical,Queens
2020-01-28,African,Not Critical,Bronx
2020-01-28,African,Not Critical,Bronx
2020-01-28,African,Not Critical,Bronx
2020-01-28,Asian,Not Critical,Queens
2020-01-21,Other,Critical,Queens
2020-01-29,Asian,Not Critical,Brooklyn
2020-01-29,American,Not Critical,Manhattan
2020-01-21,American,Not Critical,Queens
2020-01-15,Pizza,Critical,Bronx
2020-01-08,African,Critical,Bronx
2020-01-14,Mediterranean,Not Critical,Manhattan
2020-01-08,Pizza,Not Critical,Queens
2020-01-13,Frozen Desserts,Not Critical,Brooklyn
2020-01-28,Pizza,Not Critical,Manhattan
2020-01-03,Bakery,Critical,Manhattan
2020-01-30,Specialty,Not Critical,Queens
2020-01-18,Deli/Buffett,Not Critical,Brooklyn
2020-01-07,Mediterranean,Critical,Bronx
2020-01-28,Asian,Not Critical,Queens
2020-01-02,Specialty,Not Critical,Queens
2020-01-28,Asian,Not Critical,Queens
2020-01-28,Asian,Not Critical,Queens
2020-01-30,Specialty,Not Critical,Manhattan
2020-01-30,Mediterranean,Not Critical,Manhattan
2020-01-14,American,Not Critical,Bronx
2020-01-08,American,Not Critical,Manhattan
2020-01-08,American,Not Critical,Staten Island
2020-01-02,Italian,Not Critical,Manhattan
2020-01-02,Italian,Not Critical,Manhattan
2020-01-23,Asian,Not Critical,Manhattan
2020-01-28,Asian,Critical,Manhattan
2020-01-22,Asian,Not Critical,Brooklyn
2020-01-22,Asian,Not Critical,Brooklyn
2020-01-23,Deli/Buffett,Not Critical,Manhattan
2020-01-07,Asian,Critical,Queens
2020-01-31,Italian,Critical,Manhattan
2020-01-13,Asian,Not Critical,Bronx
2020-01-31,American,Critical,Manhattan
2020-01-15,American,Critical,Brooklyn
2020-01-17,Latin American,Not Critical,Brooklyn
2020-01-10,Asian,Critical,Queens
2020-01-14,American,Not Critical,Manhattan
2020-01-07,Frozen Desserts,Not Critical,Manhattan
2020-01-30,Specialty,Not Critical,Manhattan
2020-01-06,Asian/Asian Fusion,Critical,Queens
2020-01-14,Italian,Not Critical,Brooklyn
2020-01-14,Italian,Not Critical,Brooklyn
2020-01-14,American,Critical,Manhattan
2020-01-16,American,Not Critical,Brooklyn
2020-01-08,Asian,Not Critical,Queens
2020-01-08,Asian,Not Critical,Queens
2020-01-10,American,Not Critical,Brooklyn
2020-01-13,American,Critical,Manhattan
2020-01-08,Latin American,Not Critical,Staten Island
2020-01-24,American,Not Critical,Manhattan
2020-01-11,Asian,Critical,Brooklyn
2020-01-22,International,Critical,Queens
2020-01-30,Mediterranean,Critical,Bronx
2020-01-30,Italian,Critical,Manhattan
2020-01-10,Asian,Critical,Manhattan
2020-01-27,Soups & Sandwiches,Critical,Brooklyn
2020-01-08,Mediterranean,Not Critical,Brooklyn
2020-01-09,Mexican,Not Critical,Brooklyn
2020-01-09,Mediterranean,Critical,Manhattan
2020-01-07,Pizza,Not Critical,Bronx
2020-01-14,American,Not Critical,Manhattan
2020-01-07,Asian,Critical,Manhattan
2020-01-03,American,Not Critical,Manhattan
2020-01-09,Asian,Not Critical,Brooklyn
2020-01-29,Specialty,Not Critical,Queens
2020-01-18,Asian/Asian Fusion,Critical,Manhattan
2020-01-10,Asian,Not Critical,Brooklyn
2020-01-02,Pizza,Not Critical,Manhattan
2020-01-08,Bakery Products/Desserts,Not Critical,Queens
2020-01-15,Latin/Caribbean,Not Critical,Brooklyn
2020-01-15,Latin/Caribbean,Not Critical,Brooklyn
2020-01-16,Asian,Not Critical,Manhattan
2020-01-16,Asian,Not Critical,Manhattan
2020-01-28,Asian,Not Critical,Manhattan
2020-01-14,Latin American,Not Critical,Brooklyn
2020-01-09,Steakhouse,Not Critical,Queens
2020-01-09,Mediterranean,Not Critical,Bronx
2020-01-27,Latin/Caribbean,Not Critical,Brooklyn
2020-01-29,Asian,Critical,Brooklyn
2020-01-03,Asian,Critical,Manhattan
2020-01-08,Mediterranean,Not Critical,Brooklyn
2020-01-27,International,Not Critical,Manhattan
2020-01-17,American,Not Critical,Queens
2020-01-17,American,Not Critical,Queens
2020-01-27,Asian,Critical,Brooklyn
2020-01-09,Specialty,Not Critical,Brooklyn
2020-01-14,American,Critical,Manhattan
2020-01-31,American,Critical,Brooklyn
2020-01-10,Asian,Not Critical,Manhattan
2020-01-02,Asian,Not Critical,Brooklyn
2020-01-25,Mexican,Not Critical,Brooklyn
2020-01-29,Specialty,Not Critical,Queens
2020-01-29,Coffee/Tea,Not Critical,Queens
2020-01-23,Asian,Critical,Brooklyn
2020-01-16,Mediterranean,Critical,Manhattan
2020-01-09,Coffee/Tea,Not Critical,Manhattan
2020-01-09,Coffee/Tea,Not Critical,Manhattan
2020-01-06,American,Not Critical,Manhattan
2020-01-16,Asian,Critical,Brooklyn
2020-01-28,Bakery Products/Desserts,Not Critical,Queens
2020-01-18,American,Critical,Queens
2020-01-30,Pizza,Critical,Bronx
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-21,American,Not Critical,Brooklyn
2020-01-06,Specialty,Not Critical,Manhattan
2020-01-23,Asian,Not Critical,Brooklyn
2020-01-24,American,Critical,Manhattan
2020-01-08,Bakery,Not Critical,Queens
2020-01-31,Specialty,Not Critical,Brooklyn
2020-01-27,Coffee/Tea,Not Critical,Brooklyn
2020-01-13,Latin/Caribbean,Critical,Brooklyn
2020-01-14,Steakhouse,Not Critical,Manhattan
2020-01-02,Specialty,Not Critical,Brooklyn
2020-01-16,Asian,Not Critical,Brooklyn
2020-01-21,Asian,Critical,Manhattan
2020-01-29,Asian,Not Critical,Bronx
2020-01-29,Asian,Not Critical,Bronx
2020-01-13,Asian,Not Critical,Queens
2020-01-16,Latin/Caribbean,Critical,Brooklyn
2020-01-21,American,Not Critical,Brooklyn
2020-01-09,Mediterranean,Critical,Bronx
2020-01-31,American,Not Critical,Brooklyn
2020-01-31,American,Not Critical,Brooklyn
2020-01-31,American,Not Critical,Brooklyn
2020-01-08,American,Critical,Manhattan
2020-01-23,Asian,Critical,Brooklyn
2020-01-14,Asian,Critical,Queens
2020-01-30,Specialty,Critical,Bronx
2020-01-29,Latin/Caribbean,Critical,Brooklyn
2020-01-30,American,Not Critical,Bronx
2020-01-21,Pizza,Critical,Manhattan
2020-01-24,American,Not Critical,Manhattan
2020-01-17,American,Not Critical,Manhattan
2020-01-28,Mexican,Critical,Brooklyn
2020-01-15,Mediterranean,Not Critical,Manhattan
2020-01-08,Bakery,Not Critical,Bronx
2020-01-14,Bakery Products/Desserts,Critical,Manhattan
2020-01-06,American,Not Critical,Brooklyn
2020-01-30,Italian,Critical,Manhattan
2020-01-22,Latin American,Critical,Queens
2020-01-03,Pizza,Critical,Manhattan
2020-01-03,Soups & Sandwiches,Not Critical,Manhattan
2020-01-02,Coffee/Tea,Critical,Queens
2020-01-23,Mediterranean,Critical,Manhattan
2020-01-29,Asian,Critical,Manhattan
2020-01-04,American,Not Critical,Brooklyn
2020-01-22,International,Not Critical,Manhattan
2020-01-07,Specialty,Critical,Queens
2020-01-29,American,Critical,Queens
2020-01-21,Asian,Not Critical,Manhattan
2020-01-15,Asian,Not Critical,Manhattan
2020-01-10,Italian,Critical,Manhattan
2020-01-07,Mediterranean,Critical,Queens
2020-01-16,Mexican,Not Critical,Bronx
2020-01-22,Latin American,Critical,Manhattan
2020-01-13,American,Not Critical,Brooklyn
2020-01-13,American,Not Critical,Brooklyn
2020-01-29,Bakery Products/Desserts,Critical,Brooklyn
2020-01-28,Specialty,Critical,Brooklyn
2020-01-15,Coffee/Tea,Critical,Bronx
2020-01-22,Asian,Critical,Brooklyn
2020-01-15,Asian,Not Critical,Bronx
2020-01-08,American,Not Critical,Brooklyn
2020-01-09,Latin American,Critical,Bronx
2020-01-27,Asian,Critical,Manhattan
2020-01-13,Latin/Caribbean,Not Critical,Brooklyn
2020-01-02,Asian,Critical,Queens
2020-01-13,Bakery,Critical,Queens
2020-01-07,Pizza,Not Critical,Bronx
2020-01-23,Bakery Products/Desserts,Not Critical,Queens
2020-01-13,Asian,Critical,Bronx
2020-01-30,Pizza,Critical,Bronx
2020-01-22,American,Critical,Brooklyn
2020-01-09,American,Critical,Bronx
2020-01-28,Pizza,Not Critical,Bronx
2020-01-28,Pizza,Not Critical,Bronx
2020-01-08,Latin American,Critical,Queens
2020-01-29,American,Not Critical,Queens
2020-01-22,American,Critical,Manhattan
2020-01-15,Asian,Not Critical,Queens
2020-01-29,Specialty,Critical,Queens
2020-01-27,Coffee/Tea,Not Critical,Brooklyn
2020-01-15,Mediterranean,Critical,Brooklyn
2020-01-24,Coffee/Tea,Critical,Manhattan
2020-01-07,Asian,Not Critical,Manhattan
2020-01-28,Coffee/Tea,Critical,Manhattan
2020-01-16,Asian,Not Critical,Bronx
2020-01-29,Southeast Asian,Critical,Manhattan
2020-01-14,Asian,Critical,Manhattan
2020-01-24,American,Not Critical,Queens
2020-01-07,American,Critical,Brooklyn
2020-01-28,Asian,Critical,Manhattan
2020-01-28,Latin American,Critical,Manhattan
2020-01-28,Latin American,Critical,Manhattan
2020-01-24,International,Not Critical,Manhattan
2020-01-31,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-07,Asian,Critical,Manhattan
2020-01-03,Asian,Not Critical,Manhattan
2020-01-09,Asian,Not Critical,Bronx
2020-01-28,Specialty,Critical,Bronx
2020-01-06,Asian,Critical,Brooklyn
2020-01-06,Specialty,Critical,Queens
2020-01-23,Frozen Desserts,Not Critical,Brooklyn
2020-01-27,Bakery Products/Desserts,Not Critical,Brooklyn
2020-01-07,American,Critical,Manhattan
2020-01-24,Bakery Products/Desserts,Critical,Manhattan
2020-01-23,American,Critical,Brooklyn
2020-01-06,American,Not Critical,Queens
2020-01-17,American,Critical,Manhattan
2020-01-08,Mediterranean,Critical,Brooklyn
2020-01-10,Specialty,Critical,Bronx
2020-01-27,Asian,Not Critical,Manhattan
2020-01-03,Asian,Not Critical,Queens
2020-01-29,Asian/Asian Fusion,Critical,Manhattan
2020-01-14,Latin/Caribbean,Not Critical,Manhattan
2020-01-28,American,Critical,Brooklyn
2020-01-23,Coffee/Tea,Not Critical,Brooklyn
2020-01-07,American,Not Critical,Manhattan
2020-01-16,Mexican,Not Critical,Manhattan
2020-01-02,American,Not Critical,Bronx
2020-01-08,Coffee/Tea,Critical,Brooklyn
2020-01-11,American,Critical,Brooklyn
2020-01-09,Specialty,Critical,Brooklyn
2020-01-06,Soups & Sandwiches,Critical,Queens
2020-01-16,Latin American,Critical,Bronx
2020-01-30,Asian,Critical,Bronx
2020-01-10,Mediterranean,Not Critical,Manhattan
2020-01-06,Asian,Not Critical,Brooklyn
2020-01-23,International,Not Critical,Queens
2020-01-23,International,Not Critical,Queens
2020-01-16,American,Critical,Brooklyn
2020-01-23,Coffee/Tea,Critical,Queens
2020-01-22,Other,Critical,Brooklyn
2020-01-02,Asian,Critical,Queens
2020-01-22,American,Not Critical,Queens
2020-01-30,Asian,Not Critical,Brooklyn
2020-01-28,American,Not Critical,Manhattan
2020-01-23,Asian,Critical,Queens
2020-01-13,Specialty,Critical,Manhattan
2020-01-28,Asian,Critical,Brooklyn
2020-01-31,Latin/Caribbean,Not Critical,Brooklyn
2020-01-14,Other,Not Critical,Manhattan
2020-01-21,International,Critical,Manhattan
2020-01-28,Mediterranean,Not Critical,Manhattan
2020-01-15,Italian,Not Critical,Staten Island
2020-01-28,Asian,Not Critical,Manhattan
2020-01-07,Coffee/Tea,Not Critical,Manhattan
2020-01-09,Asian,Critical,Bronx
2020-01-27,Asian,Not Critical,Brooklyn
2020-01-03,Asian,Critical,Queens
2020-01-17,Asian,Critical,Brooklyn
2020-01-10,International,Critical,Manhattan
2020-01-29,Specialty,Not Critical,Queens
2020-01-23,Frozen Desserts,Critical,Bronx
2020-01-13,Asian,Not Critical,Queens
2020-01-13,Asian,Not Critical,Queens
2020-01-13,American,Not Critical,Manhattan
2020-01-28,Mediterranean,Not Critical,Queens
2020-01-30,Specialty,Not Critical,Manhattan
2020-01-06,Italian,Critical,Manhattan
2020-01-22,Latin American,Critical,Queens
2020-01-21,Asian,Critical,Manhattan
2020-01-29,Asian,Critical,Queens
2020-01-09,Mediterranean,Critical,Queens
2020-01-30,American,Critical,Brooklyn
2020-01-16,American,Not Critical,Manhattan
2020-01-31,Specialty,Critical,Queens
2020-01-04,Specialty,Critical,Brooklyn
2020-01-10,American,Not Critical,Queens
2020-01-29,American,Not Critical,Queens
2020-01-24,American,Critical,Manhattan
2020-01-06,Asian,Not Critical,Queens
2020-01-30,Asian,Critical,Manhattan
2020-01-02,Latin/Caribbean,Not Critical,Bronx
2020-01-10,Coffee/Tea,Not Critical,Manhattan
2020-01-22,Italian,Not Critical,Brooklyn
2020-01-08,Asian,Not Critical,Brooklyn
2020-01-23,Mexican,Not Critical,Manhattan
2020-01-06,Specialty,Not Critical,Manhattan
2020-01-27,Asian,Not Critical,Manhattan
2020-01-22,Asian,Critical,Queens
2020-01-22,Asian,Critical,Queens
2020-01-15,Coffee/Tea,Not Critical,Manhattan
2020-01-03,Soups & Sandwiches,Not Critical,Manhattan
2020-01-03,Soups & Sandwiches,Not Critical,Manhattan
2020-01-13,American,Critical,Manhattan
2020-01-08,Bakery Products/Desserts,Not Critical,Queens
2020-01-23,Latin/Caribbean,Critical,Queens
2020-01-03,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-03,Bakery Products/Desserts,Not Critical,Manhattan
2020-01-31,Mexican,Critical,Brooklyn
2020-01-31,Mexican,Critical,Brooklyn
2020-01-27,Latin/Caribbean,Not Critical,Brooklyn
2020-01-27,Latin/Caribbean,Not Critical,Brooklyn
2020-01-14,American,Critical,Brooklyn
2020-01-23,Mexican,Critical,Manhattan
2020-01-13,Bakery Products/Desserts,Critical,Brooklyn
2020-01-17,Frozen Desserts,Critical,Manhattan
2020-01-21,American,Critical,Brooklyn
2020-01-14,Italian,Not Critical,Manhattan
2020-01-04,Southeast Asian,Critical,Brooklyn
2020-01-28,Latin American,Critical,Manhattan
2020-01-28,Coffee/Tea,Not Critical,Manhattan
2020-01-17,Specialty,Critical,Manhattan
2020-01-21,American,Not Critical,Manhattan
2020-01-23,Italian,Not Critical,Staten Island
2020-01-16,Asian,Critical,Manhattan
2020-01-22,American,Not Critical,Brooklyn
2020-01-10,Mediterranean,Not Critical,Bronx
2020-01-10,Mediterranean,Not Critical,Bronx
2020-01-06,American,Not Critical,Brooklyn
2020-01-07,Mediterranean,Not Critical,Manhattan
2020-01-09,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-25,Asian,Not Critical,Queens
2020-01-02,Mexican,Critical,Brooklyn
2020-01-09,Mediterranean,Critical,Bronx
2020-01-16,American,Not Critical,Queens
2020-01-22,American,Critical,Manhattan
2020-01-18,Latin/Caribbean,Critical,Brooklyn
2020-01-21,Pizza,Critical,Manhattan
2020-01-14,Soups/Salads/Sandwiches,Critical,Manhattan
2020-01-07,Soups & Sandwiches,Not Critical,Brooklyn
2020-01-15,Asian,Critical,Queens
2020-01-14,Bakery Products/Desserts,Not Critical,Queens
2020-01-30,Vegan,Not Critical,Manhattan
2020-01-30,Vegan,Not Critical,Manhattan
2020-01-16,American,Critical,Manhattan
2020-01-24,American,Critical,Manhattan
2020-01-23,Mexican,Critical,Manhattan
2020-01-28,Mediterranean,Critical,Manhattan
2020-01-02,American,Not Critical,Bronx
2020-01-02,Mediterranean,Not Critical,Queens
2020-01-21,Mediterranean,Critical,Manhattan
2020-01-07,Mediterranean,Critical,Queens
2020-01-14,Asian,Not Critical,Brooklyn
2020-01-08,Asian,Not Critical,Queens
2020-01-22,Asian,Critical,Queens
2020-01-10,Asian,Critical,Queens
2020-01-03,American,Not Critical,Bronx
2020-01-15,American,Critical,Brooklyn
2020-01-31,Italian,Critical,Brooklyn
2020-01-31,Italian,Critical,Brooklyn
2020-01-07,Pizza,Critical,Manhattan
2020-01-09,Mediterranean,Critical,Bronx
2020-01-22,Pizza,Critical,Brooklyn
2020-01-22,International,Critical,Brooklyn
2020-01-29,Southeast Asian,Critical,Manhattan
2020-01-08,African,Not Critical,Manhattan
2020-01-29,International,Critical,Brooklyn
2020-01-28,Soups & Sandwiches,Not Critical,Queens
2020-01-08,Mediterranean,Not Critical,Brooklyn
2020-01-03,Specialty,Not Critical,Manhattan
2020-01-03,Specialty,Not Critical,Manhattan
2020-01-10,Bakery Products/Desserts,Not Critical,Queens
2020-01-25,Bottled Beverages,Critical,Queens
2020-01-02,Mediterranean,Not Critical,Manhattan
2020-01-02,Mediterranean,Not Critical,Manhattan
2020-01-29,Frozen Desserts,Critical,Manhattan
2020-01-27,American,Not Critical,Bronx
2020-01-16,Asian,Not Critical,Brooklyn
2020-01-13,Frozen Desserts,Critical,Brooklyn
2020-01-16,American,Not Critical,Manhattan
2020-01-14,Mexican,Not Critical,Staten Island
2020-01-24,International,Not Critical,Manhattan
2020-01-21,Asian,Critical,Brooklyn
2020-01-23,Specialty,Critical,Queens
2020-01-23,Specialty,Critical,Queens
2020-01-23,Asian,Critical,Brooklyn
2020-01-08,Mexican,Critical,Bronx
2020-01-14,Deli/Buffett,Not Critical,Manhattan
2020-01-14,Deli/Buffett,Not Critical,Manhattan
